slug,id,status,seconds,roster_s,bible_s,briefing_s,bible_from_world_s,briefing_from_world_s,dollars,calls,grok_calls,input,cached,holders,factions,chamber,emblems_kept,lint_left,checks_before,checks_after,error,meter_dollars_for_run
ottoman-1908,k8ccvu,ready,440.7,130.7,195.7,227.3,65,96.6,1.511,14,0,428048,309906,10,2,72/36,9/11,0,0,0,,1.549
